rssid,url,error_message
5137,https://ca.investing.com/news/company-news/atlanticus-holdings-stock-hits-52week-high-at-676-usd-93CH-4180587,Article `download()` failed with 403 Client Error: Forbidden for url: https://ca.investing.com/news/company-news/atlanticus-holdings-stock-hits-52week-high-at-676-usd-93CH-4180587 on URL https://ca.investing.com/news/company-news/atlanticus-holdings-stock-hits-52week-high-at-676-usd-93CH-4180587
9507,https://almsaey.akhbarelyom.com/news/newdetails/3509994/1/-%D8%A2%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%AD%D9%82%D9%8A%D9%82-%D9%88%D8%A7%D9%84%D8%AA%D8%B5%D8%B1%D9%81-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D8%B9%D9%85%D9%84%D9%8A%D8%A9--%D9%88%D8%B1,Article `download()` failed with 403 Client Error: Forbidden for url: https://almsaey.akhbarelyom.com/news/newdetails/3509994/1/-%D8%A2%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%AD%D9%82%D9%8A%D9%82-%D9%88%D8%A7%D9%84%D8%AA%D8%B5%D8%B1%D9%81-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D8%B9%D9%85%D9%84%D9%8A%D8%A9--%D9%88%D8%B1 on URL https://almsaey.akhbarelyom.com/news/newdetails/3509994/1/-%D8%A2%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%AD%D9%82%D9%8A%D9%82-%D9%88%D8%A7%D9%84%D8%AA%D8%B5%D8%B1%D9%81-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D8%B9%D9%85%D9%84%D9%8A%D8%A9--%D9%88%D8%B1
8325,https://www.alriyadh.com/2147962,"Article `download()` failed with HTTPSConnectionPool(host='www.alriyadh.com', port=443): Max retries exceeded with url: /2147962 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)'))) on URL https://www.alriyadh.com/2147962"
8980,https://www.alkhaleej.ae/2025-08-28/%D8%A7%D9%84%D9%81%D8%A7%D8%B1%D8%B3-%D8%A7%D9%84%D8%B4%D9%87%D9%85-3-%D8%AA%D8%AF%D8%B9%D9%85-40-%D8%A3%D9%84%D9%81-%D8%B4%D8%AE%D8%B5-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9-%D8%A8%D8%A7%D9%84%D8%A3%D8%BA%D8%B0%D9%8A%D8%A9-6058521/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D9%85%D9%86-%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%AF%D8%A7%D8%B1,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.alkhaleej.ae/2025-08-28/%D8%A7%D9%84%D9%81%D8%A7%D8%B1%D8%B3-%D8%A7%D9%84%D8%B4%D9%87%D9%85-3-%D8%AA%D8%AF%D8%B9%D9%85-40-%D8%A3%D9%84%D9%81-%D8%B4%D8%AE%D8%B5-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9-%D8%A8%D8%A7%D9%84%D8%A3%D8%BA%D8%B0%D9%8A%D8%A9-6058521/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D9%85%D9%86-%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%AF%D8%A7%D8%B1 on URL https://www.alkhaleej.ae/2025-08-28/%D8%A7%D9%84%D9%81%D8%A7%D8%B1%D8%B3-%D8%A7%D9%84%D8%B4%D9%87%D9%85-3-%D8%AA%D8%AF%D8%B9%D9%85-40-%D8%A3%D9%84%D9%81-%D8%B4%D8%AE%D8%B5-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9-%D8%A8%D8%A7%D9%84%D8%A3%D8%BA%D8%B0%D9%8A%D8%A9-6058521/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D9%85%D9%86-%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%AF%D8%A7%D8%B1
4182,https://newsfall.news/Home/ViewNews/10836490,"Article `download()` failed with HTTPSConnectionPool(host='newsfall.news', port=443): Max retries exceeded with url: /Home/ViewNews/10836490 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7ba47c760dd0>: Failed to resolve 'newsfall.news' ([Errno -3] Temporary failure in name resolution)"")) on URL https://newsfall.news/Home/ViewNews/10836490"
6919,https://www.mobtada.com/sports/1537924/%D8%AF%D8%BA%D9%85%D9%88%D9%85-%D9%88%D8%B2%D9%8A%D8%B2%D9%88-%D9%8A%D8%AA%D8%B5%D8%AF%D8%B1%D8%A7%D9%86-%D9%82%D8%A7%D8%A6%D9%85%D8%A9-%D8%A7%D9%84%D8%A3%D9%83%D8%AB%D8%B1-%D8%AA%D8%A3%D8%AB%D9%8A%D8%B1%D8%A7-%D8%A8%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D8%A8%D8%B9%D8%AF-4-%D8%AC%D9%88%D9%84%D8%A7%D8%AA,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.mobtada.com/sports/1537924/%D8%AF%D8%BA%D9%85%D9%88%D9%85-%D9%88%D8%B2%D9%8A%D8%B2%D9%88-%D9%8A%D8%AA%D8%B5%D8%AF%D8%B1%D8%A7%D9%86-%D9%82%D8%A7%D8%A6%D9%85%D8%A9-%D8%A7%D9%84%D8%A3%D9%83%D8%AB%D8%B1-%D8%AA%D8%A3%D8%AB%D9%8A%D8%B1%D8%A7-%D8%A8%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D8%A8%D8%B9%D8%AF-4-%D8%AC%D9%88%D9%84%D8%A7%D8%AA on URL https://www.mobtada.com/sports/1537924/%D8%AF%D8%BA%D9%85%D9%88%D9%85-%D9%88%D8%B2%D9%8A%D8%B2%D9%88-%D9%8A%D8%AA%D8%B5%D8%AF%D8%B1%D8%A7%D9%86-%D9%82%D8%A7%D8%A6%D9%85%D8%A9-%D8%A7%D9%84%D8%A3%D9%83%D8%AB%D8%B1-%D8%AA%D8%A3%D8%AB%D9%8A%D8%B1%D8%A7-%D8%A8%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D8%A8%D8%B9%D8%AF-4-%D8%AC%D9%88%D9%84%D8%A7%D8%AA
6917,https://www.mobtada.com/egypt/1537861/%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D8%A3%D8%B1%D9%83%D8%A7%D9%86-%D9%8A%D8%AA%D9%81%D9%82%D8%AF-%D8%A7%D8%B3%D8%AA%D8%B9%D8%AF%D8%A7%D8%AF%D8%A7%D8%AA-%D8%A7%D8%B3%D8%AA%D8%B6%D8%A7%D9%81%D8%A9-%D8%A7%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D8%A7%D9%84%D9%86%D8%AC%D9%85-%D8%A7%D9%84%D8%B3%D8%A7%D8%B7%D8%B9,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.mobtada.com/egypt/1537861/%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D8%A3%D8%B1%D9%83%D8%A7%D9%86-%D9%8A%D8%AA%D9%81%D9%82%D8%AF-%D8%A7%D8%B3%D8%AA%D8%B9%D8%AF%D8%A7%D8%AF%D8%A7%D8%AA-%D8%A7%D8%B3%D8%AA%D8%B6%D8%A7%D9%81%D8%A9-%D8%A7%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D8%A7%D9%84%D9%86%D8%AC%D9%85-%D8%A7%D9%84%D8%B3%D8%A7%D8%B7%D8%B9 on URL https://www.mobtada.com/egypt/1537861/%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D8%A3%D8%B1%D9%83%D8%A7%D9%86-%D9%8A%D8%AA%D9%81%D9%82%D8%AF-%D8%A7%D8%B3%D8%AA%D8%B9%D8%AF%D8%A7%D8%AF%D8%A7%D8%AA-%D8%A7%D8%B3%D8%AA%D8%B6%D8%A7%D9%81%D8%A9-%D8%A7%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D8%A7%D9%84%D9%86%D8%AC%D9%85-%D8%A7%D9%84%D8%B3%D8%A7%D8%B7%D8%B9
4183,https://newsfall.news/Home/ViewNews/10836207,"Article `download()` failed with HTTPSConnectionPool(host='newsfall.news', port=443): Max retries exceeded with url: /Home/ViewNews/10836207 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7ba3d808c1d0>: Failed to resolve 'newsfall.news' ([Errno -3] Temporary failure in name resolution)"")) on URL https://newsfall.news/Home/ViewNews/10836207"
4312,https://www.albiladpress.com/news/2025/6162/arab-and-world/934918.html,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.albiladpress.com/news/2025/6162/arab-and-world/934918.html on URL https://www.albiladpress.com/news/2025/6162/arab-and-world/934918.html
1804,https://ninanews.com/Website/News/Details?Key=1248812,Article `download()` failed with 403 Client Error: Forbidden for url: https://ninanews.com/Website/News/Details?Key=1248812 on URL https://ninanews.com/Website/News/Details?Key=1248812
7832,https://www.alghad.tv/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%BA%D8%AF/news/%D9%85%D8%B1%D9%83%D8%B2-%D8%AD%D9%82%D9%88%D9%82%D9%8A-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A-%D9%8A%D8%B1%D8%AF-%D8%B9%D9%84%D9%89-%D9%85%D8%B2%D8%A7%D8%B9%D9%85-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D8%A8%D8%B4%D8%A3%D9%86-%D8%A5%D8%AE%D9%84%D8%A7%D8%A1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%BA%D8%B2%D8%A9,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.alghad.tv/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%BA%D8%AF/news/%D9%85%D8%B1%D9%83%D8%B2-%D8%AD%D9%82%D9%88%D9%82%D9%8A-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A-%D9%8A%D8%B1%D8%AF-%D8%B9%D9%84%D9%89-%D9%85%D8%B2%D8%A7%D8%B9%D9%85-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D8%A8%D8%B4%D8%A3%D9%86-%D8%A5%D8%AE%D9%84%D8%A7%D8%A1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%BA%D8%B2%D8%A9 on URL https://www.alghad.tv/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%BA%D8%AF/news/%D9%85%D8%B1%D9%83%D8%B2-%D8%AD%D9%82%D9%88%D9%82%D9%8A-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A-%D9%8A%D8%B1%D8%AF-%D8%B9%D9%84%D9%89-%D9%85%D8%B2%D8%A7%D8%B9%D9%85-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D8%A8%D8%B4%D8%A3%D9%86-%D8%A5%D8%AE%D9%84%D8%A7%D8%A1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%BA%D8%B2%D8%A9
7053,https://www.alarabiya.net/arab-and-world/american-elections-2016/2025/08/28/%D8%A7%D9%84%D8%B2%D8%A7%D9%85-%D8%B4%D8%B1%D8%B7%D8%A9-%D9%84%D9%88%D8%B3-%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B3-%D8%A8%D8%AF%D9%81%D8%B9-2%D8%B12-%D9%85%D9%84%D9%8A%D9%88%D9%86-%D8%AF%D9%88%D9%84%D8%A7%D8%B1-%D9%84%D9%85%D8%AA%D8%B8%D8%A7%D9%87%D8%B1-%D8%A7-%D8%B5%D9%8A%D8%A8-%D8%A8%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D8%A7%D8%AA,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.alarabiya.net/arab-and-world/american-elections-2016/2025/08/28/%D8%A7%D9%84%D8%B2%D8%A7%D9%85-%D8%B4%D8%B1%D8%B7%D8%A9-%D9%84%D9%88%D8%B3-%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B3-%D8%A8%D8%AF%D9%81%D8%B9-2%D8%B12-%D9%85%D9%84%D9%8A%D9%88%D9%86-%D8%AF%D9%88%D9%84%D8%A7%D8%B1-%D9%84%D9%85%D8%AA%D8%B8%D8%A7%D9%87%D8%B1-%D8%A7-%D8%B5%D9%8A%D8%A8-%D8%A8%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D8%A7%D8%AA on URL https://www.alarabiya.net/arab-and-world/american-elections-2016/2025/08/28/%D8%A7%D9%84%D8%B2%D8%A7%D9%85-%D8%B4%D8%B1%D8%B7%D8%A9-%D9%84%D9%88%D8%B3-%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B3-%D8%A8%D8%AF%D9%81%D8%B9-2%D8%B12-%D9%85%D9%84%D9%8A%D9%88%D9%86-%D8%AF%D9%88%D9%84%D8%A7%D8%B1-%D9%84%D9%85%D8%AA%D8%B8%D8%A7%D9%87%D8%B1-%D8%A7-%D8%B5%D9%8A%D8%A8-%D8%A8%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D8%A7%D8%AA
4460,https://www.alaraby.co.uk/news/breaking#11750657,"Article `download()` failed with HTTPSConnectionPool(host='www.alaraby.co.uk', port=443): Max retries exceeded with url: /news/breaking (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)'))) on URL https://www.alaraby.co.uk/news/breaking#11750657"
5316,https://www.24.ae/914961,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.24.ae/914961 on URL https://www.24.ae/914961
2979,https://www.al-madina.com/article/948670/%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF/%D8%AA%D9%85%D9%88%D9%8A%D9%84-94-%D9%85%D9%86%D8%B4%D8%A3%D8%A9-%D8%B5%D8%BA%D9%8A%D8%B1%D8%A9-%D9%81%D9%8A-%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D8%AA%D8%B1%D9%81%D9%8A%D9%87,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.al-madina.com/article/948670/%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF/%D8%AA%D9%85%D9%88%D9%8A%D9%84-94-%D9%85%D9%86%D8%B4%D8%A3%D8%A9-%D8%B5%D8%BA%D9%8A%D8%B1%D8%A9-%D9%81%D9%8A-%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D8%AA%D8%B1%D9%81%D9%8A%D9%87 on URL https://www.al-madina.com/article/948670/%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF/%D8%AA%D9%85%D9%88%D9%8A%D9%84-94-%D9%85%D9%86%D8%B4%D8%A3%D8%A9-%D8%B5%D8%BA%D9%8A%D8%B1%D8%A9-%D9%81%D9%8A-%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D8%AA%D8%B1%D9%81%D9%8A%D9%87
5137,https://ca.investing.com/news/company-news/quorum-q2-2025-slides-reveal-improved-profitability-amid-debt-reduction-strategy-93CH-4180080,Article `download()` failed with 403 Client Error: Forbidden for url: https://ca.investing.com/news/company-news/quorum-q2-2025-slides-reveal-improved-profitability-amid-debt-reduction-strategy-93CH-4180080 on URL https://ca.investing.com/news/company-news/quorum-q2-2025-slides-reveal-improved-profitability-amid-debt-reduction-strategy-93CH-4180080
7073,https://www.alarabiya.net/aswaq/travel-and-tourism/2025/08/28/%D8%A8%D9%88%D9%8A%D9%86%D8%BA-%D8%AA%D8%B3%D8%B9%D9%89-%D9%84%D9%85%D9%88%D8%A7%D9%81%D9%82%D8%A9-%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D9%88%D8%B1%D9%88%D8%A8%D9%8A-%D8%B9%D9%84%D9%89-%D8%B5%D9%81%D9%82%D8%A9-%D8%B3%D8%A8%D9%8A%D8%B1%D9%8A%D8%AA,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.alarabiya.net/aswaq/travel-and-tourism/2025/08/28/%D8%A8%D9%88%D9%8A%D9%86%D8%BA-%D8%AA%D8%B3%D8%B9%D9%89-%D9%84%D9%85%D9%88%D8%A7%D9%81%D9%82%D8%A9-%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D9%88%D8%B1%D9%88%D8%A8%D9%8A-%D8%B9%D9%84%D9%89-%D8%B5%D9%81%D9%82%D8%A9-%D8%B3%D8%A8%D9%8A%D8%B1%D9%8A%D8%AA on URL https://www.alarabiya.net/aswaq/travel-and-tourism/2025/08/28/%D8%A8%D9%88%D9%8A%D9%86%D8%BA-%D8%AA%D8%B3%D8%B9%D9%89-%D9%84%D9%85%D9%88%D8%A7%D9%81%D9%82%D8%A9-%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D9%88%D8%B1%D9%88%D8%A8%D9%8A-%D8%B9%D9%84%D9%89-%D8%B5%D9%81%D9%82%D8%A9-%D8%B3%D8%A8%D9%8A%D8%B1%D9%8A%D8%AA
5583,https://www.ammonnews.net/article/944659,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.ammonnews.net/article/944659 on URL https://www.ammonnews.net/article/944659
9493,https://almsaey.akhbarelyom.com/news/newdetails/3509961/1/%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D9%88%D8%B2%D8%B1%D8%A7%D8%A1-%D9%8A%D8%AC%D8%AA%D9%85%D8%B9-%D8%A8%D8%B1%D8%A6%D9%8A%D8%B3-%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%B1%D9%82%D8%A7%D8%A8%D8%A9-%D8%A7%D9%84,Article `download()` failed with 403 Client Error: Forbidden for url: https://almsaey.akhbarelyom.com/news/newdetails/3509961/1/%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D9%88%D8%B2%D8%B1%D8%A7%D8%A1-%D9%8A%D8%AC%D8%AA%D9%85%D8%B9-%D8%A8%D8%B1%D8%A6%D9%8A%D8%B3-%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%B1%D9%82%D8%A7%D8%A8%D8%A9-%D8%A7%D9%84 on URL https://almsaey.akhbarelyom.com/news/newdetails/3509961/1/%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D9%88%D8%B2%D8%B1%D8%A7%D8%A1-%D9%8A%D8%AC%D8%AA%D9%85%D8%B9-%D8%A8%D8%B1%D8%A6%D9%8A%D8%B3-%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%B1%D9%82%D8%A7%D8%A8%D8%A9-%D8%A7%D9%84
19,http://alamrakamy.com/story/374230/official-says-alligator-alcatraz-could-be-empty-within-days.html,Article `download()` failed with 404 Client Error: Not Found for url: http://alamrakamy.com/story/374230/official-says-alligator-alcatraz-could-be-empty-within-days.html on URL http://alamrakamy.com/story/374230/official-says-alligator-alcatraz-could-be-empty-within-days.html
6878,http://english.mubasher.info/news/4490543/-Companies-suspended-from-trading,Article `download()` failed with 410 Client Error: Gone for url: https://english.mubasher.info/news/4490543/-Companies-suspended-from-trading on URL http://english.mubasher.info/news/4490543/-Companies-suspended-from-trading
5581,https://www.ammonnews.net/article/944612,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.ammonnews.net/article/944612 on URL https://www.ammonnews.net/article/944612
88,https://www.elfagr.org/5210600,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.elfagrlive.com/ on URL https://www.elfagr.org/5210600
17,https://www.alwafd.news/5671887,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.alwafd.news/5671887 on URL https://www.alwafd.news/5671887
1915,https://akhbarelyom.com/news/newdetails/4679365/1/%D8%B5%D8%B1%D8%A7%D8%B9-%D8%B9%D9%84%D9%89-%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D9%84%D8%B1%D9%83%D8%A7%D8%A8-%D8%B6%D8%A8%D8%B7-%D8%B3%D8%A7%D8%A6%D9%82%D9%8A%D9%86-%D8%B9%D8%B1%D9%91%D8%B6%D8%A7-%D8%AD,Article `download()` failed with 403 Client Error: Forbidden for url: https://akhbarelyom.com/news/newdetails/4679365/1/%D8%B5%D8%B1%D8%A7%D8%B9-%D8%B9%D9%84%D9%89-%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D9%84%D8%B1%D9%83%D8%A7%D8%A8-%D8%B6%D8%A8%D8%B7-%D8%B3%D8%A7%D8%A6%D9%82%D9%8A%D9%86-%D8%B9%D8%B1%D9%91%D8%B6%D8%A7-%D8%AD on URL https://akhbarelyom.com/news/newdetails/4679365/1/%D8%B5%D8%B1%D8%A7%D8%B9-%D8%B9%D9%84%D9%89-%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D9%84%D8%B1%D9%83%D8%A7%D8%A8-%D8%B6%D8%A8%D8%B7-%D8%B3%D8%A7%D8%A6%D9%82%D9%8A%D9%86-%D8%B9%D8%B1%D9%91%D8%B6%D8%A7-%D8%AD
8986,https://www.alkhaleej.ae/2025-08-27/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D8%B9%D8%AA%D8%B2%D9%85-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%85%D8%B1%D9%83%D8%B2%D9%8A-%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9-6057951/%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.alkhaleej.ae/2025-08-27/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D8%B9%D8%AA%D8%B2%D9%85-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%85%D8%B1%D9%83%D8%B2%D9%8A-%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9-6057951/%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9 on URL https://www.alkhaleej.ae/2025-08-27/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D8%B9%D8%AA%D8%B2%D9%85-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%85%D8%B1%D9%83%D8%B2%D9%8A-%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9-6057951/%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9
1564,https://www.al-madina.com/article/948800/%D9%85%D8%AD%D9%84%D9%8A%D8%A7%D8%AA/%D8%A7%D9%84%D8%B9%D9%8A%D8%B3%D9%89-%D9%8A%D8%AF%D8%B4%D9%86-%D8%A3%D8%B9%D9%85%D8%A7%D9%84-%D9%85%D9%84%D8%AA%D9%82%D9%89-%D8%A7%D9%84%D9%81%D9%82%D9%87%D8%A7%D8%A1-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%81%D9%8A-%D9%83%D9%88%D8%A7%D9%84%D8%A7%D9%84%D9%85%D8%A8%D9%88%D8%B1,Article `download()` failed with 403 Client Error: Forbidden for url: https://www.al-madina.com/article/948800/%D9%85%D8%AD%D9%84%D9%8A%D8%A7%D8%AA/%D8%A7%D9%84%D8%B9%D9%8A%D8%B3%D9%89-%D9%8A%D8%AF%D8%B4%D9%86-%D8%A3%D8%B9%D9%85%D8%A7%D9%84-%D9%85%D9%84%D8%AA%D9%82%D9%89-%D8%A7%D9%84%D9%81%D9%82%D9%87%D8%A7%D8%A1-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%81%D9%8A-%D9%83%D9%88%D8%A7%D9%84%D8%A7%D9%84%D9%85%D8%A8%D9%88%D8%B1 on URL https://www.al-madina.com/article/948800/%D9%85%D8%AD%D9%84%D9%8A%D8%A7%D8%AA/%D8%A7%D9%84%D8%B9%D9%8A%D8%B3%D9%89-%D9%8A%D8%AF%D8%B4%D9%86-%D8%A3%D8%B9%D9%85%D8%A7%D9%84-%D9%85%D9%84%D8%AA%D9%82%D9%89-%D8%A7%D9%84%D9%81%D9%82%D9%87%D8%A7%D8%A1-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%81%D9%8A-%D9%83%D9%88%D8%A7%D9%84%D8%A7%D9%84%D9%85%D8%A8%D9%88%D8%B1
10421,https://arabiatravelnews.com/aviation/flynas-resumes-direct-flights-between-jeddah-and-kuwait/,"Article `download()` failed with ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')) on URL https://arabiatravelnews.com/aviation/flynas-resumes-direct-flights-between-jeddah-and-kuwait/"
