rssid,url,db_date,found_date
3561,https://www.alaan.sa/new/s/63928,2025-09-29 09:31:15,2025-09-28 00:00:00
3561,https://www.alaan.sa/new/s/63927,2025-09-29 09:31:15,2025-09-28 00:00:00
4322,https://www.sarayanews.com/article/1036473/%D9%85%D8%B5%D8%B1-%D8%AA%D8%A3%D9%8A%D9%8A%D8%AF-%D8%AD%D8%A8%D8%B3-%D8%A8%D9%86%D8%AA-%D9%85%D8%A8%D8%A7%D8%B1%D9%83-%D8%B3%D9%86%D8%AA%D9%8A%D9%86-%D8%A8%D9%82%D8%B6%D9%8A%D8%A9,2025-09-29 06:46:54,2025-09-28 18:17:00
6101,https://sharqakhbar.com/articles/%d8%aa%d8%af%d8%b1%d9%8a%d8%a8-%d9%85%d9%86%d8%aa%d9%87%d9%8a-%d8%a8%d8%a7%d9%84%d8%aa%d9%88%d8%b8%d9%8a%d9%81-%d8%a8%d8%b1%d8%a7%d8%aa%d8%a8-8700-%d8%b1%d9%8a%d8%a7%d9%84-%d9%84%d8%af%d9%8a-%d9%87/,2025-09-28 21:03:47,2025-09-29 00:03:47
2317,https://www.bna.bh/news?cms=q8FmFJgiscL2fwIzON1%2bDi%2fIip0dQ%2biZ1o4xMTfVutQ%3d,2025-09-27 11:48:00,2025-09-29 00:00:00
3558,https://www.alaan.sa/new/s/63864,2025-09-27 10:03:00,2025-09-28 00:00:00
6666,https://arab.news/phhht,2025-09-28 21:35:01,2025-09-29 00:35:01
5155,https://lm.dakahliya.com/30818/%D9%81%D9%8A%D8%B1%D9%8A%D8%B1%D8%A7-%D9%8A%D8%B9%D9%8A%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AF%D8%B9%D8%A7%D8%A1-%D8%AE%D9%88%D8%A7%D9%86-%D8%A8%D9%8A%D8%B2%D9%8A%D8%B1%D8%A7-%D9%84%D8%AA%D8%B4%D9%83%D9%8A/,2025-09-28 23:06:13,2025-09-29 02:06:13
1062,http://www.sada-elarab.com/779791,2025-09-26 15:06:11,2020-04-06 00:00:00
6104,https://sharqakhbar.com/news/bahrain-news/%d8%a7%d9%84%d9%88%d8%af%d8%a7%d8%b9%d9%8a-%d9%8a%d8%b7%d8%a7%d9%84%d8%a8-%d8%a8%d8%ad%d9%84%d9%88%d9%84-%d8%b9%d8%a7%d8%ac%d9%84%d8%a9-%d9%84%d9%85%d8%b9%d8%a7%d9%84%d8%ac%d8%a9-%d8%ae%d8%b7%d8%b1/,2025-09-28 23:40:07,2025-09-29 02:40:07
