rssid,url,db_title,found_title
9828,https://www.independentarabia.com/node/630569/%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF/%D8%B9%D9%85%D9%84%D8%A7%D8%AA-%D8%B1%D9%82%D9%85%D9%8A%D8%A9/%D8%AE%D8%B3%D8%A7%D8%A6%D8%B1-%D8%B5%D8%A7%D8%AF%D9%85%D8%A9-%D9%84%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B4%D9%81%D8%B1%D8%A9-374-%D9%85%D9%84%D9%8A%D8%A7%D8%B1-%D8%AF%D9%88%D9%84%D8%A7%D8%B1-%D8%AA%D8%A8%D8%AE%D8%B1%D8%AA-%D9%81%D9%8A-4-%D8%AC%D9%84%D8%B3%D8%A7%D8%AA,خسائر صادمة للعملات المشفرة: 374 مليار دولار تبخرت في 4 جلسات,None
